BOM_CMPNTS_ID;PRDCT;CMPNT;CMPNT_DSCR;CMPNT_BRTT_QTY;CMPNT_BRTT_QTY_UNT;PRDCT_BASE_QTY;PRDCT_TARG_QTY;CMPNT_RQRD_QTY;CMPNT_STCK_UNRS;CMPNT_STCK_RSTR;CMPNT_STCK_TRNS;CMPNT_STCK_QINS;CMPNT_STCK_BLCK;CMPNT_STCK_RTRN;CMPNT_STCK_TOT;CAN_BE_PRODUCED_UNRS;CAN_BE_PRODUCED_UNRS_QINS
1054069;1904434;796066;Component 796066;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;1.14;0.00;1.14;0.00;0.00
1054070;1904434;895027;Component 895027;4.84;KG;1000.00;1000.00;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1054071;1904442;700541;Component 700541;0.01;TKO;1000.00;1000.00;0.01;45.38;0.00;0.00;0.00;0.00;0.00;45.38;4126272.72;4126272.72
1054072;1904442;745280;Component 745280;10.60;M;1000.00;1000.00;10.60;26994.00;0.00;0.00;0.00;0.00;0.00;26994.00;2545883.24;2545883.24
1054073;1904442;745395;Component 745395;0.09;KG;1000.00;1000.00;0.09;783.01;0.00;0.00;0.00;0.00;0.00;783.01;8511065.21;8511065.21
1054074;1904442;795149;Component 795149;0.04;TKO;1000.00;1000.00;0.04;26.66;0.00;0.00;0.00;0.00;0.00;26.66;620046.51;620046.51
1054075;1904442;796049;Component 796049;42.53;KOM;1000.00;1000.00;42.53;0.00;0.00;0.00;0.00;1605.00;0.00;1605.00;0.00;0.00
1054076;1904442;796050;Component 796050;5.31;KOM;1000.00;1000.00;5.31;;;;;;;;;
1054077;1904442;796067;Component 796067;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;0.23;0.00;0.23;0.00;0.00
1054078;1904442;796068;Component 796068;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;0.50;0.00;0.50;0.00;0.00
1054079;1904442;796069;Component 796069;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;1.57;0.00;1.57;0.00;0.00
1054080;1904442;796070;Component 796070;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;1.40;0.00;1.40;0.00;0.00
1054081;1904442;895063;Component 895063;5.01;KG;1000.00;1000.00;5.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1054082;1904451;700541;Component 700541;0.01;TKO;1000.00;1000.00;0.01;45.38;0.00;0.00;0.00;0.00;0.00;45.38;4126272.72;4126272.72
1054083;1904451;745280;Component 745280;10.60;M;1000.00;1000.00;10.60;26994.00;0.00;0.00;0.00;0.00;0.00;26994.00;2545883.24;2545883.24
1054084;1904451;745395;Component 745395;0.09;KG;1000.00;1000.00;0.09;783.01;0.00;0.00;0.00;0.00;0.00;783.01;8511065.21;8511065.21
1054085;1904451;795149;Component 795149;0.04;TKO;1000.00;1000.00;0.04;26.66;0.00;0.00;0.00;0.00;0.00;26.66;620046.51;620046.51
1054086;1904451;796049;Component 796049;42.53;KOM;1000.00;1000.00;42.53;0.00;0.00;0.00;0.00;1605.00;0.00;1605.00;0.00;0.00
1054087;1904451;796050;Component 796050;5.31;KOM;1000.00;1000.00;5.31;;;;;;;;;
1054088;1904451;796071;Component 796071;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;2.00;0.00;2.00;0.00;0.00
1054089;1904451;796072;Component 796072;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;2.18;0.00;2.18;0.00;0.00
1054090;1904451;796073;Component 796073;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;2.00;0.00;2.00;0.00;0.00
1054091;1904451;796074;Component 796074;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;1.95;0.00;1.95;0.00;0.00
1054092;1904451;895081;Component 895081;4.84;KG;1000.00;1000.00;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1054093;1904469;700541;Component 700541;3.0e-03;TKO;1000.00;1000.00;3.0e-03;45.38;0.00;0.00;0.00;0.00;0.00;45.38;15129666.66;15129666.66
1054094;1904469;745282;Component 745282;2.30;M;1000.00;1000.00;2.30;27196.00;0.00;0.00;0.00;0.00;0.00;27196.00;11824347.82;11824347.82
1054095;1904469;745395;Component 745395;0.02;KG;1000.00;1000.00;0.02;783.01;0.00;0.00;0.00;0.00;0.00;783.01;37286571.42;37286571.42
1054096;1904469;795320;Component 795320;1.27;KOM;1000.00;1000.00;1.27;116.00;0.00;0.00;0.00;0.00;0.00;116.00;90980.39;90980.39
1054097;1904469;796075;Component 796075;1.02;TKO;1000.00;1000.00;1.02;;;;;;;;;
1054098;1904469;796076;Component 796076;1.02;TKO;1000.00;1000.00;1.02;;;;;;;;;
1054099;1904469;895086;Component 895086;4.97;KG;1000.00;1000.00;4.97;99.00;0.00;0.00;0.00;0.00;0.00;99.00;19887.50;19887.50
1054100;1904477;700541;Component 700541;3.0e-03;TKO;1000.00;1000.00;3.0e-03;45.38;0.00;0.00;0.00;0.00;0.00;45.38;15129666.66;15129666.66
1054101;1904477;745282;Component 745282;2.30;M;1000.00;1000.00;2.30;27196.00;0.00;0.00;0.00;0.00;0.00;27196.00;11824347.82;11824347.82
1054102;1904477;745395;Component 745395;0.02;KG;1000.00;1000.00;0.02;783.01;0.00;0.00;0.00;0.00;0.00;783.01;37286571.42;37286571.42
1054103;1904477;795320;Component 795320;1.27;KOM;1000.00;1000.00;1.27;116.00;0.00;0.00;0.00;0.00;0.00;116.00;90980.39;90980.39
1054104;1904477;796077;Component 796077;1.02;TKO;1000.00;1000.00;1.02;;;;;;;;;
1054105;1904477;796078;Component 796078;1.02;TKO;1000.00;1000.00;1.02;;;;;;;;;
1054106;1904477;895048;Component 895048;5.09;KG;1000.00;1000.00;5.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1054107;1904485;700541;Component 700541;3.0e-03;TKO;1000.00;1000.00;3.0e-03;45.38;0.00;0.00;0.00;0.00;0.00;45.38;15129666.66;15129666.66
1054108;1904485;745282;Component 745282;2.30;M;1000.00;1000.00;2.30;27196.00;0.00;0.00;0.00;0.00;0.00;27196.00;11824347.82;11824347.82
1054109;1904485;745395;Component 745395;0.02;KG;1000.00;1000.00;0.02;783.01;0.00;0.00;0.00;0.00;0.00;783.01;37286571.42;37286571.42
1054110;1904485;795320;Component 795320;1.27;KOM;1000.00;1000.00;1.27;116.00;0.00;0.00;0.00;0.00;0.00;116.00;90980.39;90980.39
1054111;1904485;796079;Component 796079;1.02;TKO;1000.00;1000.00;1.02;;;;;;;;;
1054112;1904485;796080;Component 796080;1.02;TKO;1000.00;1000.00;1.02;;;;;;;;;
1054113;1904485;895025;Component 895025;5.06;KG;1000.00;1000.00;5.06;214.00;0.00;0.00;0.00;0.00;0.00;214.00;42217.39;42217.39
1054114;1904493;700541;Component 700541;3.0e-03;TKO;1000.00;1000.00;3.0e-03;45.38;0.00;0.00;0.00;0.00;0.00;45.38;15129666.66;15129666.66
1054115;1904493;745282;Component 745282;2.30;M;1000.00;1000.00;2.30;27196.00;0.00;0.00;0.00;0.00;0.00;27196.00;11824347.82;11824347.82
1054116;1904493;745395;Component 745395;0.02;KG;1000.00;1000.00;0.02;783.01;0.00;0.00;0.00;0.00;0.00;783.01;37286571.42;37286571.42
1054117;1904493;795320;Component 795320;1.27;KOM;1000.00;1000.00;1.27;116.00;0.00;0.00;0.00;0.00;0.00;116.00;90980.39;90980.39
1054118;1904493;796081;Component 796081;1.02;TKO;1000.00;1000.00;1.02;;;;;;;;;
1054119;1904493;796082;Component 796082;1.02;TKO;1000.00;1000.00;1.02;;;;;;;;;
1054120;1904493;895027;Component 895027;4.84;KG;1000.00;1000.00;4.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1054121;1904507;700541;Component 700541;3.0e-03;TKO;1000.00;1000.00;3.0e-03;45.38;0.00;0.00;0.00;0.00;0.00;45.38;15129666.66;15129666.66
1054122;1904507;745282;Component 745282;2.30;M;1000.00;1000.00;2.30;27196.00;0.00;0.00;0.00;0.00;0.00;27196.00;11824347.82;11824347.82
1054123;1904507;745395;Component 745395;0.02;KG;1000.00;1000.00;0.02;783.01;0.00;0.00;0.00;0.00;0.00;783.01;37286571.42;37286571.42
1054124;1904507;795320;Component 795320;1.27;KOM;1000.00;1000.00;1.27;116.00;0.00;0.00;0.00;0.00;0.00;116.00;90980.39;90980.39
1054125;1904507;796083;Component 796083;1.02;TKO;1000.00;1000.00;1.02;;;;;;;;;
1054126;1904507;796084;Component 796084;1.02;TKO;1000.00;1000.00;1.02;;;;;;;;;
1054127;1904507;895026;Component 895026;4.84;KG;1000.00;1000.00;4.84;199.00;0.00;0.00;0.00;0.00;0.00;199.00;41073.27;41073.27
1054128;1904515;700541;Component 700541;3.0e-03;TKO;1000.00;1000.00;3.0e-03;45.38;0.00;0.00;0.00;0.00;0.00;45.38;15129666.66;15129666.66
1054129;1904515;745282;Component 745282;2.30;M;1000.00;1000.00;2.30;27196.00;0.00;0.00;0.00;0.00;0.00;27196.00;11824347.82;11824347.82
1054130;1904515;745395;Component 745395;0.02;KG;1000.00;1000.00;0.02;783.01;0.00;0.00;0.00;0.00;0.00;783.01;37286571.42;37286571.42
1054131;1904515;795320;Component 795320;1.27;KOM;1000.00;1000.00;1.27;116.00;0.00;0.00;0.00;0.00;0.00;116.00;90980.39;90980.39
1054132;1904515;796085;Component 796085;1.02;TKO;1000.00;1000.00;1.02;;;;;;;;;
1054133;1904515;796086;Component 796086;1.02;TKO;1000.00;1000.00;1.02;;;;;;;;;
1054134;1904515;895087;Component 895087;4.87;KG;1000.00;1000.00;4.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1054135;1904523;700541;Component 700541;3.0e-03;TKO;1000.00;1000.00;3.0e-03;45.38;0.00;0.00;0.00;0.00;0.00;45.38;15129666.66;15129666.66
1054136;1904523;745282;Component 745282;2.30;M;1000.00;1000.00;2.30;27196.00;0.00;0.00;0.00;0.00;0.00;27196.00;11824347.82;11824347.82
1054137;1904523;745395;Component 745395;0.02;KG;1000.00;1000.00;0.02;783.01;0.00;0.00;0.00;0.00;0.00;783.01;37286571.42;37286571.42
1054138;1904523;795320;Component 795320;1.27;KOM;1000.00;1000.00;1.27;116.00;0.00;0.00;0.00;0.00;0.00;116.00;90980.39;90980.39
1054139;1904523;796087;Component 796087;1.02;TKO;1000.00;1000.00;1.02;;;;;;;;;
1054140;1904523;796088;Component 796088;1.02;TKO;1000.00;1000.00;1.02;;;;;;;;;
1054141;1904523;895047;Component 895047;4.86;KG;1000.00;1000.00;4.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1054142;1904531;700541;Component 700541;3.0e-03;TKO;1000.00;1000.00;3.0e-03;45.38;0.00;0.00;0.00;0.00;0.00;45.38;15129666.66;15129666.66
1054143;1904531;745282;Component 745282;2.30;M;1000.00;1000.00;2.30;27196.00;0.00;0.00;0.00;0.00;0.00;27196.00;11824347.82;11824347.82
1054144;1904531;745395;Component 745395;0.02;KG;1000.00;1000.00;0.02;783.01;0.00;0.00;0.00;0.00;0.00;783.01;37286571.42;37286571.42
1054145;1904531;795320;Component 795320;1.27;KOM;1000.00;1000.00;1.27;116.00;0.00;0.00;0.00;0.00;0.00;116.00;90980.39;90980.39
1054146;1904531;796089;Component 796089;1.02;TKO;1000.00;1000.00;1.02;;;;;;;;;
1054147;1904531;796090;Component 796090;1.02;TKO;1000.00;1000.00;1.02;;;;;;;;;
1054148;1904531;895091;Component 895091;4.88;KG;1000.00;1000.00;4.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1054149;1904540;700541;Component 700541;3.0e-03;TKO;1000.00;1000.00;3.0e-03;45.38;0.00;0.00;0.00;0.00;0.00;45.38;15129666.66;15129666.66
1054150;1904540;745282;Component 745282;2.30;M;1000.00;1000.00;2.30;27196.00;0.00;0.00;0.00;0.00;0.00;27196.00;11824347.82;11824347.82
1054151;1904540;745395;Component 745395;0.02;KG;1000.00;1000.00;0.02;783.01;0.00;0.00;0.00;0.00;0.00;783.01;37286571.42;37286571.42
1054152;1904540;795320;Component 795320;1.27;KOM;1000.00;1000.00;1.27;116.00;0.00;0.00;0.00;0.00;0.00;116.00;90980.39;90980.39
1054153;1904540;796091;Component 796091;1.02;TKO;1000.00;1000.00;1.02;;;;;;;;;
1054154;1904540;796092;Component 796092;1.02;TKO;1000.00;1000.00;1.02;;;;;;;;;
1054155;1904540;895063;Component 895063;5.01;KG;1000.00;1000.00;5.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1054156;1904558;700541;Component 700541;2.0e-03;TKO;1000.00;1000.00;2.0e-03;45.38;0.00;0.00;0.00;0.00;0.00;45.38;22694500.00;22694500.00
1054157;1904558;796093;Component 796093;1.71;KG;1000.00;1000.00;1.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1054158;1904558;895109;Component 895109;2.70;KG;1000.00;1000.00;2.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1054159;1904566;700541;Component 700541;2.0e-03;TKO;1000.00;1000.00;2.0e-03;45.38;0.00;0.00;0.00;0.00;0.00;45.38;22694500.00;22694500.00
1054160;1904566;796094;Component 796094;1.69;KG;1000.00;1000.00;1.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1054161;1904566;895110;Component 895110;3.05;KG;1000.00;1000.00;3.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1054162;1904574;70021647;Component 70021647;1.02;TKO;1000.00;1000.00;1.02;17.00;0.00;0.00;0.00;0.00;0.00;17.00;16666.66;16666.66
1054163;1904574;70021648;Component 70021648;1.02;TKO;1000.00;1000.00;1.02;;;;;;;;;
1054164;1904574;70021649;Component 70021649;1.02;TKO;1000.00;1000.00;1.02;;;;;;;;;
1054165;1904574;700540;Component 700540;0.12;TKO;1000.00;1000.00;0.12;13.14;0.00;0.00;0.00;0.00;0.00;13.14;102703.12;102703.12
1054166;1904574;700541;Component 700541;1.0e-03;TKO;1000.00;1000.00;1.0e-03;45.38;0.00;0.00;0.00;0.00;0.00;45.38;45389000.00;45389000.00
1054167;1904574;745395;Component 745395;0.09;KG;1000.00;1000.00;0.09;783.01;0.00;0.00;0.00;0.00;0.00;783.01;8511065.21;8511065.21
1054168;1904574;795639;Component 795639;0.81;KOM;1000.00;1000.00;0.81;655.00;0.00;0.00;0.00;0.00;0.00;655.00;802696.07;802696.07
1054169;1904574;795640;Component 795640;0.61;KOM;1000.00;1000.00;0.61;683.00;0.00;0.00;0.00;0.00;0.00;683.00;1116013.07;1116013.07
1054170;1904574;795680;Component 795680;1.02;TKO;1000.00;1000.00;1.02;92.29;0.00;0.00;0.00;0.00;0.00;92.29;90480.39;90480.39
1054171;1904574;795737;Component 795737;1.0e-03;KOM;1000.00;1000.00;1.0e-03;19.94;0.00;0.00;0.00;0.00;0.00;19.94;19941000.00;19941000.00
1054172;1904574;795980;Component 795980;0.01;KOM;1000.00;1000.00;0.01;74.89;0.00;0.00;0.00;0.00;0.00;74.89;7489900.00;7489900.00
1054173;1904574;796100;Component 796100;42.53;KOM;1000.00;1000.00;42.53;3820.00;0.00;0.00;0.00;0.00;0.00;3820.00;89810.50;89810.50
1054174;1904574;80006709;Component 80006709;4.95;KG;1000.00;1000.00;4.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1054175;1904582;70021650;Component 70021650;1.02;TKO;1000.00;1000.00;1.02;18.00;0.00;0.00;0.00;0.00;0.00;18.00;17647.05;17647.05
1054176;1904582;70021651;Component 70021651;1.02;TKO;1000.00;1000.00;1.02;;;;;;;;;
1054177;1904582;70021652;Component 70021652;1.02;TKO;1000.00;1000.00;1.02;;;;;;;;;
1054178;1904582;70021653;Component 70021653;1.02;TKO;1000.00;1000.00;1.02;;;;;;;;;
1054179;1904582;700540;Component 700540;0.12;TKO;1000.00;1000.00;0.12;13.14;0.00;0.00;0.00;0.00;0.00;13.14;102703.12;102703.12
1054180;1904582;700541;Component 700541;1.0e-03;TKO;1000.00;1000.00;1.0e-03;45.38;0.00;0.00;0.00;0.00;0.00;45.38;45389000.00;45389000.00
1054181;1904582;745395;Component 745395;0.09;KG;1000.00;1000.00;0.09;783.01;0.00;0.00;0.00;0.00;0.00;783.01;8511065.21;8511065.21
1054182;1904582;795639;Component 795639;0.81;KOM;1000.00;1000.00;0.81;655.00;0.00;0.00;0.00;0.00;0.00;655.00;802696.07;802696.07
1054183;1904582;795640;Component 795640;0.61;KOM;1000.00;1000.00;0.61;683.00;0.00;0.00;0.00;0.00;0.00;683.00;1116013.07;1116013.07
1054184;1904582;795737;Component 795737;1.0e-03;KOM;1000.00;1000.00;1.0e-03;19.94;0.00;0.00;0.00;0.00;0.00;19.94;19941000.00;19941000.00
1054185;1904582;795980;Component 795980;0.01;KOM;1000.00;1000.00;0.01;74.89;0.00;0.00;0.00;0.00;0.00;74.89;7489900.00;7489900.00
1054186;1904582;796100;Component 796100;42.53;KOM;1000.00;1000.00;42.53;3820.00;0.00;0.00;0.00;0.00;0.00;3820.00;89810.50;89810.50
1054187;1904582;80006710;Component 80006710;4.95;KG;1000.00;1000.00;4.95;0.00;0.00;0.00;0.00;3.00;0.00;3.00;0.00;0.00
1054188;1904591;700540;Component 700540;0.12;TKO;1000.00;1000.00;0.12;13.14;0.00;0.00;0.00;0.00;0.00;13.14;105168.00;105168.00
1054189;1904591;700541;Component 700541;1.0e-03;TKO;1000.00;1000.00;1.0e-03;45.38;0.00;0.00;0.00;0.00;0.00;45.38;45389000.00;45389000.00
1054190;1904591;745395;Component 745395;0.09;KG;1000.00;1000.00;0.09;783.01;0.00;0.00;0.00;0.00;0.00;783.01;8511065.21;8511065.21
1054191;1904591;795639;Component 795639;0.81;KOM;1000.00;1000.00;0.81;655.00;0.00;0.00;0.00;0.00;0.00;655.00;802696.07;802696.07
1054192;1904591;795640;Component 795640;0.61;KOM;1000.00;1000.00;0.61;683.00;0.00;0.00;0.00;0.00;0.00;683.00;1116013.07;1116013.07
1054193;1904591;796120;Component 796120;42.53;KOM;1000.00;1000.00;42.53;;;;;;;;;
1054194;1904591;796125;Component 796125;1.02;TKO;1000.00;1000.00;1.02;;;;;;;;;
1054195;1904591;796126;Component 796126;1.02;TKO;1000.00;1000.00;1.02;;;;;;;;;
1054196;1904591;796127;Component 796127;1.02;TKO;1000.00;1000.00;1.02;;;;;;;;;
1054197;1904591;796128;Component 796128;1.02;TKO;1000.00;1000.00;1.02;;;;;;;;;
1054198;1904591;895025;Component 895025;5.06;KG;1000.00;1000.00;5.06;214.00;0.00;0.00;0.00;0.00;0.00;214.00;42217.39;42217.39
1054199;1904663;700541;Component 700541;3.0e-03;TKO;1000.00;1000.00;3.0e-03;45.38;0.00;0.00;0.00;0.00;0.00;45.38;15129666.66;15129666.66
1054200;1904663;796129;Component 796129;1.48;KG;1000.00;1000.00;1.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1054201;1904663;844915;Component 844915;4.08;KG;1000.00;1000.00;4.08;499.00;0.00;0.00;0.00;0.00;0.00;499.00;122303.92;122303.92
1054202;1904671;1902415;Component 1902415;2000.00;KOM;1000.00;1000.00;2000.00;5190.00;0.00;0.00;0.00;0.00;0.00;5190.00;2595.00;2595.00
1054203;1904671;1902857;Component 1902857;1000.00;KOM;1000.00;1000.00;1000.00;7674.00;0.00;0.00;0.00;0.00;0.00;7674.00;7674.00;7674.00
1054204;1904671;700541;Component 700541;0.17;TKO;1000.00;1000.00;0.17;45.38;0.00;0.00;0.00;0.00;0.00;45.38;266994.11;266994.11
1054205;1904671;745282;Component 745282;0.08;M;1000.00;1000.00;0.08;27196.00;0.00;0.00;0.00;0.00;0.00;27196.00;305573033.70;305573033.70
1054206;1904671;745395;Component 745395;0.45;KG;1000.00;1000.00;0.45;783.01;0.00;0.00;0.00;0.00;0.00;783.01;1705921.56;1705921.56
1054207;1904671;746896;Component 746896;3.06;KG;1000.00;1000.00;3.06;39.80;0.00;0.00;0.00;0.00;0.00;39.80;13006.53;13006.53
1054208;1904671;795355;Component 795355;0.08;TKO;1000.00;1000.00;0.08;0.16;0.00;0.00;0.00;0.00;0.00;0.16;1882.35;1882.35
1054209;1904671;796130;Component 796130;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;0.50;0.00;0.50;0.00;0.00
1054210;1904680;700541;Component 700541;0.04;TKO;1000.00;1000.00;0.04;45.38;0.00;0.00;0.00;0.00;0.00;45.38;1134725.00;1134725.00
1054211;1904680;745280;Component 745280;22.44;M;1000.00;1000.00;22.44;26994.00;0.00;0.00;0.00;0.00;0.00;26994.00;1202941.17;1202941.17
1054212;1904680;745395;Component 745395;0.10;KG;1000.00;1000.00;0.10;783.01;0.00;0.00;0.00;0.00;0.00;783.01;7676647.05;7676647.05
1054213;1904680;795149;Component 795149;0.17;TKO;1000.00;1000.00;0.17;26.66;0.00;0.00;0.00;0.00;0.00;26.66;156835.29;156835.29
1054214;1904680;795680;Component 795680;1.02;TKO;1000.00;1000.00;1.02;92.29;0.00;0.00;0.00;0.00;0.00;92.29;90480.39;90480.39
1054215;1904680;796132;Component 796132;1.02;TKO;1000.00;1000.00;1.02;22.35;0.00;0.00;0.00;4.34;0.00;26.69;21911.76;21911.76
1054216;1904680;796133;Component 796133;1.02;TKO;1000.00;1000.00;1.02;4.30;0.00;0.00;0.00;4.10;0.00;8.40;4215.68;4215.68
1054217;1904680;796134;Component 796134;1.02;TKO;1000.00;1000.00;1.02;3.70;0.00;0.00;0.00;3.15;0.00;6.85;3627.45;3627.45
1054218;1904680;796135;Component 796135;170.34;KOM;1000.00;1000.00;170.34;1182.00;0.00;0.00;0.00;975.00;0.00;2157.00;6939.06;6939.06
1054219;1904680;796156;Component 796156;18.87;KOM;1000.00;1000.00;18.87;312.00;0.00;0.00;0.00;1159.00;0.00;1471.00;16534.18;16534.18
1054220;1904680;895027;Component 895027;4.70;KG;1000.00;1000.00;4.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1054221;1904698;700541;Component 700541;0.04;TKO;1000.00;1000.00;0.04;45.38;0.00;0.00;0.00;0.00;0.00;45.38;1134725.00;1134725.00
1054222;1904698;745280;Component 745280;22.40;M;1000.00;1000.00;22.40;26994.00;0.00;0.00;0.00;0.00;0.00;26994.00;1205089.28;1205089.28
1054223;1904698;745395;Component 745395;0.10;KG;1000.00;1000.00;0.10;783.01;0.00;0.00;0.00;0.00;0.00;783.01;7676647.05;7676647.05
1054224;1904698;795149;Component 795149;0.17;TKO;1000.00;1000.00;0.17;26.66;0.00;0.00;0.00;0.00;0.00;26.66;156835.29;156835.29
1054225;1904698;795680;Component 795680;1.02;TKO;1000.00;1000.00;1.02;92.29;0.00;0.00;0.00;0.00;0.00;92.29;90480.39;90480.39
1054226;1904698;796135;Component 796135;170.34;KOM;1000.00;1000.00;170.34;1182.00;0.00;0.00;0.00;975.00;0.00;2157.00;6939.06;6939.06
1054227;1904698;796137;Component 796137;1.02;TKO;1000.00;1000.00;1.02;21.90;0.00;0.00;0.00;0.30;0.00;22.20;21470.58;21470.58
1054228;1904698;796138;Component 796138;1.02;TKO;1000.00;1000.00;1.02;4.10;0.00;0.00;0.00;1.90;0.00;6.00;4019.60;4019.60
1054229;1904698;796139;Component 796139;1.02;TKO;1000.00;1000.00;1.02;3.24;0.00;0.00;0.00;1.47;0.00;4.71;3176.47;3176.47
1054230;1904698;796156;Component 796156;18.87;KOM;1000.00;1000.00;18.87;312.00;0.00;0.00;0.00;1159.00;0.00;1471.00;16534.18;16534.18
1054231;1904698;895027;Component 895027;4.70;KG;1000.00;1000.00;4.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1054232;1904701;700541;Component 700541;0.04;TKO;1000.00;1000.00;0.04;45.38;0.00;0.00;0.00;0.00;0.00;45.38;1134725.00;1134725.00
1054233;1904701;741522;Component 741522;1.02;TKO;1000.00;1000.00;1.02;22.40;0.00;0.00;0.00;0.00;0.00;22.40;21960.78;21960.78
1054234;1904701;745280;Component 745280;22.44;M;1000.00;1000.00;22.44;26994.00;0.00;0.00;0.00;0.00;0.00;26994.00;1202941.17;1202941.17
1054235;1904701;745395;Component 745395;0.10;KG;1000.00;1000.00;0.10;783.01;0.00;0.00;0.00;0.00;0.00;783.01;7676647.05;7676647.05
1054236;1904701;795149;Component 795149;0.17;TKO;1000.00;1000.00;0.17;26.66;0.00;0.00;0.00;0.00;0.00;26.66;156835.29;156835.29
1054237;1904701;796135;Component 796135;170.34;KOM;1000.00;1000.00;170.34;1182.00;0.00;0.00;0.00;975.00;0.00;2157.00;6939.06;6939.06
1054238;1904701;796141;Component 796141;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00
1054239;1904701;796142;Component 796142;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;10.00;0.00;10.00;0.00;0.00
1054240;1904701;796143;Component 796143;1.02;TKO;1000.00;1000.00;1.02;0.00;0.00;0.00;0.00;5.00;0.00;5.00;0.00;0.00
1054241;1904701;796156;Component 796156;18.87;KOM;1000.00;1000.00;18.87;312.00;0.00;0.00;0.00;1159.00;0.00;1471.00;16534.18;16534.18
1054242;1904701;895063;Component 895063;5.01;KG;1000.00;1000.00;5.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1054243;1904710;700541;Component 700541;0.04;TKO;1000.00;1000.00;0.04;45.38;0.00;0.00;0.00;0.00;0.00;45.38;1134725.00;1134725.00
1054244;1904710;741522;Component 741522;1.02;TKO;1000.00;1000.00;1.02;22.40;0.00;0.00;0.00;0.00;0.00;22.40;21960.78;21960.78
1054245;1904710;745280;Component 745280;22.44;M;1000.00;1000.00;22.44;26994.00;0.00;0.00;0.00;0.00;0.00;26994.00;1202941.17;1202941.17
1054246;1904710;745395;Component 745395;0.10;KG;1000.00;1000.00;0.10;783.01;0.00;0.00;0.00;0.00;0.00;783.01;7676647.05;7676647.05
1054247;1904710;795149;Component 795149;0.17;TKO;1000.00;1000.00;0.17;26.66;0.00;0.00;0.00;0.00;0.00;26.66;156835.29;156835.29
1054248;1904710;796135;Component 796135;170.34;KOM;1000.00;1000.00;170.34;1182.00;0.00;0.00;0.00;975.00;0.00;2157.00;6939.06;6939.06
1054249;1904710;796145;Component 796145;1.02;TKO;1000.00;1000.00;1.02;2.80;0.00;0.00;0.00;1.00;0.00;3.80;2745.09;2745.09
1054250;1904710;796146;Component 796146;1.02;TKO;1000.00;1000.00;1.02;3.50;0.00;0.00;0.00;1.48;0.00;4.98;3431.37;3431.37
1054251;1904710;796147;Component 796147;1.02;TKO;1000.00;1000.00;1.02;1.80;0.00;0.00;0.00;1.85;0.00;3.65;1764.70;1764.70
1054252;1904710;796156;Component 796156;18.87;KOM;1000.00;1000.00;18.87;312.00;0.00;0.00;0.00;1159.00;0.00;1471.00;16534.18;16534.18
1054253;1904710;895080;Component 895080;4.70;KG;1000.00;1000.00;4.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1054254;1904728;700541;Component 700541;0.04;TKO;1000.00;1000.00;0.04;45.38;0.00;0.00;0.00;0.00;0.00;45.38;1134725.00;1134725.00
1054255;1904728;745280;Component 745280;22.44;M;1000.00;1000.00;22.44;26994.00;0.00;0.00;0.00;0.00;0.00;26994.00;1202941.17;1202941.17
